FID,LandUse,Location,D1HOURMAX,D24HOURMEAN,D8HOURMAX,D8HOURMEAN,Lat,Long,y_coord_pr,x_coord_pr
617,UNKNOWN,UNKNOWN,43.12,34.31,39.76,37.85,47.9486,-91.495597,622.973022,210.541
618,AGRICULTURAL,RURAL,47.56,33.61,43.72,42.09,44.457698,-95.836303,376.666992,8.08605
619,FOREST,RURAL,44.58,32.93,40.64,38.27,46.207,-93.759399,498.787994,107.713996
620,RESIDENTIAL,SUBURBAN,47.01,30.56,43.03,41.5,43.996898,-92.450401,348.281005,176.559005
621,FOREST,RURAL,40,33.13,37.47,35.25,48.412799,-92.8292,652.400024,147.123992
622,RESIDENTIAL,SUBURBAN,41.28,30.63,37.04,34.85,46.820201,-92.089401,543.80902,186.145004
623,RESIDENTIAL,URBAN,48.63,33.24,44.41,42.64,44.7914,-93.512496,401.371002,122.246002
624,RESIDENTIAL,SUBURBAN,46.32,30.77,42.16,40.17,45.5498,-94.133499,453.003997,90.664398
625,AGRICULTURAL,RURAL,48.46,33.08,44.08,42.38,45.118999,-92.854896,424.976013,153.774002
626,RESIDENTIAL,SUBURBAN,49.4,34.55,45.15,43.36,45.210998,-93.668998,430.134002,113.817001
627,COMMERCIAL,URBAN,49.26,28.32,44.43,43.6,31.5606,-91.390403,-505.973999,272.572998
628,COMMERCIAL,RURAL,52.12,33.93,47.48,46.83,33.746101,-90.722999,-353.489013,303.283996
629,COMMERCIAL,SUBURBAN,56.2,38.1,51.27,50.44,34.821701,-89.9878,-276.897003,340.597991
630,COMMERCIAL,RURAL,52.91,33.92,46.62,45.17,30.390399,-89.049797,-577.588012,416.890014
631,COMMERCIAL,SUBURBAN,49.08,28.05,43.79,43.04,32.385799,-90.140998,-444.996002,342.709014
632,COMMERCIAL,URBAN,50.46,32.94,45.14,44.06,30.3784,-88.533996,-575.963989,447.82901
633,COMMERCIAL,URBAN,50.22,29.32,45.45,44.66,32.364601,-88.731498,-440.519989,425.114013
634,COMMERCIAL,SUBURBAN,52.97,33.16,48.52,47.88,34.2649,-88.766197,-310.12799,412.710998
635,FOREST,RURAL,51.07,24.19,45.16,43.44,33.6636,-89.062202,-352.765014,399.006988
636,INDUSTRIAL,RURAL,52.07,36.02,47.26,45.8,38.770301,-94.580001,-15.252599,76.260902
637,AGRICULTURAL,RURAL,51.24,36.4,47.2,46.25,37.6958,-94.037498,-88.802597,106.986999
638,RESIDENTIAL,RURAL,51.81,35.44,47.02,45.48,39.416698,-94.283302,29.6032,91.3526
639,AGRICULTURAL,RURAL,55.91,36.47,50.43,49.04,39.3031,-94.376403,21.676099,86.540702
640,AGRICULTURAL,RURAL,57.34,37.48,51.53,50,39.332199,-94.580596,23.506399,75.6277
641,AGRICULTURAL,RURAL,56.27,39.29,51.05,49.39,39.530601,-94.555999,37.2108,76.719497
642,RESIDENTIAL,SUBURBAN,53.27,33.41,48.38,47.21,37.261901,-93.298103,-117.680999,148.173995
643,RESIDENTIAL,SUBURBAN,56.65,33.93,50.97,49.61,38.437801,-90.361396,-29.379299,304.058013
644,RESIDENTIAL,RURAL,57.88,40.94,53.04,51.69,39.0447,-90.8647,10.815899,274.591003
645,UNKNOWN,RURAL,54.08,39.58,49.94,48.83,39.473098,-91.789199,37.801498,223.833999
646,AGRICULTURAL,RURAL,58.67,42.2,54.2,52.78,37.699199,-89.690902,-77.829902,343.678985
647,AGRICULTURAL,RURAL,59.6,34.86,53.04,52.21,38.872501,-90.226402,1.0022,309.430999
648,AGRICULTURAL,RURAL,55.37,32.34,49.38,48.57,38.902198,-90.446899,2.314519,297.5
649,AGRICULTURAL,RURAL,59.07,40.58,54.13,52.46,37.8969,-90.422203,-66.813796,303.061004
650,RESIDENTIAL,SUBURBAN,59.07,36.61,52.95,51.53,38.532501,-90.382797,-22.9293,302.503997
651,RESIDENTIAL,RURAL,56.25,30.95,50.32,49.29,38.4902,-90.7052,-26.880899,285.329986
652,RESIDENTIAL,RURAL,59.79,36.98,53.27,51.83,38.710899,-90.475898,-10.952799,296.75
653,RESIDENTIAL,URBAN,53.77,29.79,47,45.91,38.656299,-90.198097,-13.784799,311.893005
654,RESIDENTIAL,URBAN,56.06,31.99,49.39,48.29,38.672199,-90.238899,-12.827699,309.634002
655,AGRICULTURAL,RURAL,38.94,24.05,35.36,33.78,48.510299,-113.996002,738.570983,-828.416992
656,AGRICULTURAL,RURAL,43.93,29.55,40.25,39.51,45.9426,-108.350997,519.517028,-594.474975
657,COMMERCIAL,SUBURBAN,43.34,29.33,38.86,37.54,41.2075,-95.947502,152.307006,2.722719
658,AGRICULTURAL,RURAL,41,28.48,35.17,30.9,41.360298,-96.024696,162.848999,-1.27917
659,COMMERCIAL,URBAN,44.48,28.74,39.75,38.49,41.306098,-95.960296,159.111999,2.056979
660,RESIDENTIAL,RURAL,40.18,27.76,36.34,34.57,40.984699,-96.6772,137.063995,-35.236999
661,UNKNOWN,UNKNOWN,51.44,32.45,45.98,44.37,36.0289,-114.988998,-95.0372,-1051.560058
662,COMMERCIAL,SUBURBAN,50.01,26.27,43.78,42.76,36.2453,-115.092002,-79.248703,-1054.099975
663,INDUSTRIAL,RURAL,54.3,38.1,49.95,49.26,36.3908,-114.906997,-71.564102,-1041.949951
664,RESIDENTIAL,RURAL,48.1,28.32,43.45,42.36,36.808101,-114.060997,-52.804401,-990.291015
665,RESIDENTIAL,SUBURBAN,54.43,33.69,48.51,47.01,36.1081,-115.253997,-86.626998,-1064.859985
666,RESIDENTIAL,SUBURBAN,54.33,35.42,48.66,47.09,36.170299,-115.261001,-82.3414,-1064.390014
667,RESIDENTIAL,SUBURBAN,53.73,32.33,47.85,46.38,36.2247,-115.266998,-78.609199,-1063.890014
668,RESIDENTIAL,SUBURBAN,52.42,36.91,46.8,44.8,36.173099,-115.332,-81.332397,-1068.170043
669,RESIDENTIAL,URBAN,53.39,35.23,48.04,46.79,36.272399,-115.237998,-75.727401,-1061.650024
670,RESIDENTIAL,SUBURBAN,50.88,28.28,45.53,44.7,36.1431,-115.052001,-86.6119,-1053.359985
671,COMMERCIAL,SUBURBAN,52.25,42.54,48.63,47.22,35.9789,-114.844001,-100.072998,-1044.369995
672,DESERT,RURAL,53.73,40.98,49.82,48.85,35.785598,-115.357002,-107.147003,-1075.180053
673,RESIDENTIAL,URBAN,47.66,24.55,41.35,40.33,36.120498,-115.129997,-87.226501,-1057.949951
674,COMMERCIAL,URBAN,51.73,26.36,45.32,44.44,36.191101,-115.122001,-82.554603,-1056.510009
675,RESIDENTIAL,RURAL,52.78,34.36,47.6,46.14,39.600898,-119.247001,197.854003,-1220.609985
676,RESIDENTIAL,URBAN,47.6,27.44,41.1,39.11,39.5251,-119.807998,200.395996,-1250.72998
677,COMMERCIAL,SUBURBAN,49.71,27.25,43.46,41.63,39.4696,-119.775001,196.253005,-1250.060058
678,MOBILE,SUBURBAN,44.99,29.33,39.95,38.23,39.400001,-119.739997,191.123001,-1249.45996
679,RESIDENTIAL,SUBURBAN,48.92,25.99,42.09,40.57,39.5405,-119.747001,200.589004,-1247.339965
680,RESIDENTIAL,URBAN,51.07,33.43,46.49,44.7,39.6455,-119.839996,208.860992,-1250.23999
681,FOREST,RURAL,52.08,45.84,49.47,47.42,39.005298,-114.216003,97.413101,-968.612976
682,RESIDENTIAL,RURAL,54.83,37.43,49.83,48.4,39.173099,-119.759002,176.266006,-1254.5
683,RESIDENTIAL,RURAL,46.07,33.42,42.31,40.5,43.565299,-71.495796,478.903015,1212.439941
684,COMMERCIAL,URBAN,45.44,26.51,40.76,39.47,42.930599,-72.277801,426.328002,1185.910034
685,FOREST,RURAL,57.02,45.91,51.59,45.45,44.278301,-71.302497,528.919006,1208.599975
686,FOREST,RURAL,42.23,27.75,37.83,36.06,44.290599,-71.224998,530.760986,1212.069946
687,FOREST,RURAL,41.67,24.11,37.72,36.49,45.051101,-71.391899,579.166015,1190.109985
688,COMMERCIAL,URBAN,42.68,24.81,37.77,36.25,43.6296,-72.226097,473.626007,1176
689,COMMERCIAL,URBAN,46.47,29.39,41.7,40.12,43.000598,-71.468101,441.690002,1224.140014
690,RESIDENTIAL,SUBURBAN,50.02,30.46,44.58,43.26,42.720401,-71.523101,422.303985,1226.589965
691,FOREST,RURAL,52.87,40.74,47.55,43.31,42.8619,-71.878601,426.985992,1206.640014
692,COMMERCIAL,URBAN,47.59,29.7,42.62,41.13,43.218498,-71.458297,456.324005,1220.619995
693,RESIDENTIAL,URBAN,47.22,31.16,42.26,40.43,43.075298,-70.7481,456.453002,1257.75
694,RESIDENTIAL,SUBURBAN,47.82,32.65,42.98,40.52,43.0475,-70.713798,455.07901,1259.930053
695,RESIDENTIAL,URBAN,45.09,26.82,40.19,38.98,43.364398,-72.338302,454.490997,1175.270019
696,RESIDENTIAL,RURAL,45.59,29.22,41.11,39.46,39.5302,-74.4607,171.085998,1133.829956
697,RESIDENTIAL,RURAL,48.91,34.25,44.49,42.63,39.465,-74.448898,166.854995,1135.48999
698,RESIDENTIAL,SUBURBAN,44.38,24.79,37.97,35.97,39.923,-75.097602,189.673995,1094.73999
699,COMMERCIAL,RURAL,49.16,31.42,44.07,42.5,39.6842,-74.861503,176.490005,1110.670043
700,INDUSTRIAL,RURAL,46.81,28.51,41.39,39.61,39.422298,-75.025199,156.906997,1106.339965
701,AGRICULTURAL,RURAL,45.22,26.02,39.3,37.3,39.8003,-75.212097,180.057006,1090.760009
702,COMMERCIAL,URBAN,40.46,22.21,34,32.16,40.6702,-74.126098,251.680999,1132.420043
703,AGRICULTURAL,RURAL,46.59,27.06,40.86,39.6,40.5153,-74.806701,232.953994,1100.290039
704,RESIDENTIAL,SUBURBAN,47.57,26.95,41.28,39.57,40.2831,-74.742599,218.139999,1107.260009
705,AGRICULTURAL,RURAL,45.21,26.04,39.16,37.39,40.4622,-74.429397,233.983001,1120.369995
706,COMMERCIAL,SUBURBAN,51.37,33.63,45.59,43.28,40.278499,-74.005302,226.932998,1145
707,AGRICULTURAL,RURAL,47.02,33.38,42.1,39.68,40.787601,-74.6763,252.813003,1102.589965
708,AGRICULTURAL,RURAL,54.9,35.24,49.28,48.11,40.0648,-74.444,207.149002,1126.050048
709,FOREST,RURAL,51.78,36.03,45.59,42.81,41.0522,-74.256301,275.678985,1119.579956
710,RESIDENTIAL,SUBURBAN,51.68,31.23,45.67,44.75,35.107299,-106.564002,-233.927001,-595.262023
711,RESIDENTIAL,URBAN,49.3,30.21,43.31,42.44,35.1343,-106.584999,-231.936004,-596.258972
712,RESIDENTIAL,SUBURBAN,51.55,32.02,46.12,45.37,35.063098,-106.579002,-236.852996,-596.466979
713,COMMERCIAL,SUBURBAN,54.18,33.74,48.61,47.87,35.1539,-106.696998,-229.858001,-602.37799
714,COMMERCIAL,RURAL,51.08,29.38,45.43,44.84,35.017101,-106.656997,-239.488006,-601.249023
715,RESIDENTIAL,SUBURBAN,56.34,42.82,51.57,50.36,35.185199,-106.508003,-228.951995,-591.533996
716,RESIDENTIAL,SUBURBAN,52.7,30.36,47.02,45.93,35.193199,-106.613998,-227.712997,-597.392028
717,COMMERCIAL,SUBURBAN,48.33,29.49,42.75,41.77,35.202201,-106.649002,-226.867004,-599.30603
718,AGRICULTURAL,RURAL,49.18,28.78,43.93,43.34,31.930599,-106.630996,-450.938995,-624.479003
719,COMMERCIAL,SUBURBAN,47.51,28.13,41.54,40.89,31.795799,-106.557998,-460.657012,-621.278991
720,RESIDENTIAL,RURAL,49.63,34.57,45.56,44.94,32.041099,-106.408996,-444.871002,-610.663024
721,RESIDENTIAL,SUBURBAN,51.55,32.32,45.95,45.37,31.7961,-106.583999,-460.458007,-622.822021
722,DESERT,RURAL,49.67,33.65,45.33,44.82,31.787799,-106.682998,-460.350006,-628.682006
723,COMMERCIAL,URBAN,47.96,28.56,43.13,42.53,32.317501,-106.767997,-423.516998,-629.361999
724,DESERT,RURAL,47.53,32.83,43.96,43.29,32.380001,-104.262001,-434.513,-482.988006
725,DESERT,RURAL,55,43.49,50.59,49.44,32.178298,-104.441001,-447.397003,-494.670013
726,INDUSTRIAL,RURAL,47.3,37.33,44.68,44.05,32.691898,-108.124,-387.993988,-704.79602
727,DESERT,SUBURBAN,47.5,32.07,43.43,42.76,32.726699,-103.123001,-416.316986,-414.670013
728,COMMERCIAL,SUBURBAN,48.05,31.2,44.72,44.4,32.255798,-107.722999,-420.852996,-685.426025
729,RESIDENTIAL,RURAL,48.04,28.23,42.98,42.37,35.2994,-106.547996,-220.867996,-592.87799
730,COMMERCIAL,URBAN,52.75,35.24,47.44,46.75,35.238098,-106.649002,-224.410995,-599.028015
731,RESIDENTIAL,RURAL,54.84,40.68,51.12,50.58,35.615299,-106.723999,-198.089996,-600.176025
732,INDUSTRIAL,RURAL,50.68,27.66,44.75,44.02,36.742198,-107.976997,-112.336997,-659.713989
733,FOREST,RURAL,58.22,37.92,53,51.94,36.8097,-107.652,-110.041999,-641.299011
734,UNKNOWN,UNKNOWN,52.55,34.95,47.55,45.48,36.796699,-108.472999,-104.959999,-686.33197
735,INDUSTRIAL,RURAL,50.05,35.65,46.42,45.93,35.6198,-106.080001,-201.899993,-564.210998
736,AGRICULTURAL,RURAL,42.71,28.16,38.08,35.94,42.680698,-73.756896,390.945007,1117.650024
737,RESIDENTIAL,URBAN,35.57,18.58,28.9,27.31,40.8162,-73.902099,264.25,1141.369995
738,COMMERCIAL,URBAN,36.96,19.6,30.14,28.43,40.868,-73.878196,268.020996,1141.71997
739,INDUSTRIAL,URBAN,48.81,33.74,43.98,41.33,42.4995,-79.318901,318.87799,844.109008
740,AGRICULTURAL,RURAL,46.42,35.51,42.04,39.78,42.290699,-79.586601,302.247009,833.289001
741,COMMERCIAL,URBAN,44.07,26.44,39.58,38,42.111,-76.802497,317.684997,975.284973
742,AGRICULTURAL,RURAL,41.88,27.33,37.74,36.16,41.781799,-73.742599,330.915985,1133.349975
743,RESIDENTIAL,SUBURBAN,45.42,29.97,40.92,38.98,42.9929,-78.7714,357.484008,865.090026
744,UNKNOWN,RURAL,51.1,42.45,47.27,42.41,44.3661,-73.903099,502.114013,1082.530029
745,FOREST,RURAL,43.57,35.38,39.79,36.81,44.3931,-73.858901,504.449005,1084.20996
746,COMMERCIAL,RURAL,42.44,28,37.86,35.42,44.980598,-74.694999,534.15802,1034.640014
747,COMMERCIAL,RURAL,44.01,30.43,40.61,39.05,43.4496,-74.516296,433.406005,1067.829956
748,FOREST,RURAL,42.48,28.68,38.92,37.55,43.685798,-74.985397,443.848999,1041.20996
749,UNKNOWN,RURAL,46.25,32.23,42.18,40.48,44.087501,-75.973197,459.901,987.031982
750,AGRICULTURAL,RURAL,45.85,32.88,42.28,40.67,42.730499,-75.7844,370.562988,1016.780029
751,RESIDENTIAL,URBAN,41.79,26.01,36.78,34.81,43.146198,-77.548103,379.858001,923.577026
752,COMMERCIAL,URBAN,38.3,18.54,30.05,27.04,40.818298,-73.950798,263.78601,1138.869995
753,AGRICULTURAL,RURAL,52.4,35.84,47.24,45.77,43.223899,-78.4785,375.940002,876.573974
754,FOREST,RURAL,44.51,25.81,39.95,38.89,43.299999,-75.7192,409.635986,1011.340026
755,COMMERCIAL,SUBURBAN,43.63,28.15,39.15,37.29,43.052398,-76.059196,389.213012,998.361999
756,RESIDENTIAL,SUBURBAN,51.67,29.56,45.86,44.59,41.523998,-74.215301,307.816009,1113.949951
757,COMMERCIAL,RURAL,47.75,30.92,43.29,42.15,43.284301,-76.463302,400.479003,975.041992
758,FOREST,RURAL,45.35,28.87,40.18,38.59,41.441501,-73.707603,308.565002,1140.780029
759,RESIDENTIAL,SUBURBAN,38.2,20.48,31.59,29.5,40.736198,-73.823196,259.884002,1146.699951
760,FOREST,RURAL,42.84,33.91,39.41,37.35,42.781898,-73.4636,401.334014,1130.380004
761,RESIDENTIAL,SUBURBAN,43.57,25.61,37.3,34.74,40.597301,-74.126197,246.792007,1133.609985
762,FOREST,RURAL,43.46,31.72,39.73,37.81,43.0121,-73.648902,414.463989,1117.420043
763,RESIDENTIAL,SUBURBAN,36.98,22.29,32.52,30.74,42.799598,-73.9402,396.678985,1106.660034
764,FOREST,RURAL,45.47,35.67,42.23,40.12,42.090698,-77.210296,311.996002,955.153991
765,INDUSTRIAL,SUBURBAN,43.49,26.23,37.81,35.21,40.7453,-73.419197,265.617004,1167.010009
766,AGRICULTURAL,RURAL,51.35,34.83,45.37,43.38,40.9612,-72.712699,289.209014,1198.96997
767,RESIDENTIAL,SUBURBAN,51.42,32.48,45.32,43.35,40.827499,-73.0569,275.782989,1183.920043
768,COMMERCIAL,RURAL,44.99,33.66,41.53,39.69,42.143798,-74.494102,346.026,1089.96997
769,AGRICULTURAL,RURAL,48.13,33.37,43.84,42.42,43.230899,-77.173797,389.407989,940.853027
770,RESIDENTIAL,SUBURBAN,45.41,26.57,38.98,37.16,41.051998,-73.763999,281.777008,1144.439941
771,COMMERCIAL,SUBURBAN,60.45,35.95,55.25,54.03,35.929,-81.189796,-144.770996,823.601989
772,FOREST,RURAL,53.61,30.42,48.34,47.22,35.972198,-81.933097,-148.371994,782.145996
773,FOREST,SUBURBAN,57.07,32.44,50.15,48.82,35.500099,-82.599899,-186.154006,750.109008
774,INDUSTRIAL,URBAN,58.28,34.61,52.71,51.86,35.935798,-81.530296,-147.345993,804.752014
775,AGRICULTURAL,RURAL,61.36,41.9,55.89,54.85,36.306999,-79.467399,-102.684997,913.687011
776,AGRICULTURAL,RURAL,57.14,28.82,50.78,50.07,35.757198,-79.159698,-136.837997,937.460021
777,COMMERCIAL,RURAL,58.46,31.34,52.52,51.88,35.158699,-78.727996,-172.869995,968.973999
778,COMMERCIAL,SUBURBAN,59.05,35.45,53.98,53.13,34.968898,-78.962501,-188.201004,958.405029
779,INDUSTRIAL,SUBURBAN,64.76,34.53,57.81,56.73,35.809299,-80.559097,-147.091995,859.734008
780,COMMERCIAL,SUBURBAN,60.5,35.17,54.71,53.89,35.991901,-78.8964,-118.210998,948.93103
781,AGRICULTURAL,RURAL,58.61,35.6,53.48,52.8,35.9883,-77.582801,-104.269996,1020.900024
782,RESIDENTIAL,URBAN,62.24,37.73,55.68,54.49,36.110599,-80.226699,-123.462997,874.486999
783,AGRICULTURAL,RURAL,58.67,37.1,52.26,51.38,36.203098,-80.215797,-117.077003,873.982971
784,RESIDENTIAL,SUBURBAN,59.28,34.63,53.34,52.17,36.026,-80.342002,-130.309005,869.151977
785,RESIDENTIAL,RURAL,62.6,38.85,56.43,55.25,36.0508,-80.143898,-126.722999,879.742004
786,RESIDENTIAL,URBAN,58.71,37.32,53.18,52.2,36.096199,-78.463699,-106.597999,971.270019
787,FOREST,RURAL,62.87,50.25,56.62,46.22,35.2579,-83.7956,-212.098999,685.820007
788,RESIDENTIAL,SUBURBAN,61.32,39.77,56.28,55.29,36.141101,-78.768096,-106.768997,954.034973
789,RESIDENTIAL,URBAN,63.03,37.91,56.65,55.66,36.109199,-79.801101,-119.422996,897.851989
790,RESIDENTIAL,SUBURBAN,58.21,31.2,52,50.97,35.505298,-82.964698,-188.761001,729.776
791,FOREST,RURAL,61.81,51.31,56.61,49.13,35.379199,-82.792503,-195.977005,740.60498
792,FOREST,RURAL,59.81,49.29,54.61,49.14,35.59,-83.077499,-183.876998,722.679992
793,FOREST,RURAL,61.4,50.86,56.46,47.83,35.524398,-83.236099,-189.602005,714.497985
794,AGRICULTURAL,RURAL,57.95,34.58,52.53,51.8,35.590801,-78.461898,-140.779006,978.026
795,COMMERCIAL,SUBURBAN,55.04,33.94,50.36,49.74,35.231498,-77.568801,-155.231994,1032.140014
796,RESIDENTIAL,RURAL,64.16,35.38,56.76,55.8,35.438598,-81.276702,-178.927001,824.241027
797,AGRICULTURAL,RURAL,53.81,34.15,49.2,48.4,35.810699,-76.897796,-108.442001,1060.869995
798,RESIDENTIAL,URBAN,54.02,29.94,47.79,46.69,35.2401,-80.785697,-187.908004,853.75299
799,INDUSTRIAL,RURAL,60.13,33.42,53.28,52.24,35.113201,-80.919502,-197.787002,847.750976
800,AGRICULTURAL,RURAL,66.32,38.55,59.6,58.37,35.347198,-80.694999,-179.774993,857.559997
801,AGRICULTURAL,RURAL,51.59,31.65,47.25,46.39,34.3642,-77.8386,-216.867004,1029.060058
802,AGRICULTURAL,RURAL,59.93,40.79,54.65,53.88,36.306999,-79.092002,-98.886497,934.202026
803,COMMERCIAL,RURAL,56.8,35.55,51.76,51.04,35.583301,-77.598899,-131.805999,1025.619995
804,AGRICULTURAL,RURAL,61.34,40.77,55.3,54.46,36.308898,-79.859199,-106.438003,892.24298
805,COMMERCIAL,RURAL,55.15,34.66,49.82,48.59,35.551898,-80.394996,-163.024993,871.802001
806,RESIDENTIAL,SUBURBAN,70.17,43.95,62.68,61.59,35.5345,-80.667602,-166.789001,856.922973
807,RESIDENTIAL,SUBURBAN,52.62,28.65,46.93,45.8,35.435501,-83.443702,-197.287994,703.794006
808,RESIDENTIAL,SUBURBAN,60.07,36.85,54.9,54.25,34.973899,-80.540802,-203.686004,870.45697
809,RESIDENTIAL,SUBURBAN,50.97,30.67,45.46,44.39,35.856098,-78.574203,-124.022003,968.370971
810,RESIDENTIAL,URBAN,59.69,37.2,54.16,53.28,35.5969,-78.792503,-143.876998,959.734008
811,FOREST,RURAL,62.12,51.9,56.85,49.81,35.7728,-82.266098,-164.785995,765.830017
812,AGRICULTURAL,RURAL,42.42,33.65,39.57,38.63,46.894298,-103.378997,559.122985,-350.529998
813,AGRICULTURAL,RURAL,39.8,30.28,36.75,35.33,48.641899,-102.402,676.059997,-295.743011
814,RESIDENTIAL,SUBURBAN,37.59,26.51,33.74,31.97,46.825401,-100.767997,546.111999,-226.914993
815,AGRICULTURAL,SUBURBAN,37.47,25.67,33.63,32.25,46.933799,-96.8553,547.853027,-40.6529
816,AGRICULTURAL,RURAL,38.39,27.46,35.25,34.55,47.313201,-102.527,584.903991,-308.095001
817,AGRICULTURAL,RURAL,42.41,30.83,39.3,38.36,47.581199,-103.299003,606.120971,-342.98999
818,AGRICULTURAL,RURAL,39.68,29.33,36.11,35.05,47.298599,-101.766998,581.478027,-272.320007
819,AGRICULTURAL,RURAL,40.01,31,36.78,35.6,47.185798,-101.428001,572.718994,-256.800994
820,AGRICULTURAL,UNKNOWN,55.77,36.17,50.52,48.57,40.772201,-84.051902,163.057006,621.820007
821,RESIDENTIAL,SUBURBAN,56.25,36.41,49.96,47.85,41.9594,-80.572502,270.967987,787.578002
822,COMMERCIAL,SUBURBAN,61.73,34.27,54.85,52.95,39.3833,-84.544197,64.699096,608.34497
823,COMMERCIAL,SUBURBAN,64.64,35.8,57.46,55.36,39.529998,-84.392501,75.7537,615.072021
824,AGRICULTURAL,RURAL,57.36,32.09,51.67,50.34,40.000801,-83.804397,112.012001,641.721008
825,AGRICULTURAL,RURAL,55.68,28.28,49.06,47.9,39.855598,-83.997497,100.728996,632.937011
826,RESIDENTIAL,SUBURBAN,59.64,38.36,53.75,51.95,39.082298,-84.144203,46.823101,632.158996
827,COMMERCIAL,RURAL,61.82,38.82,55.78,54.23,39.43,-83.788597,73.094596,647.80603
828,COMMERCIAL,SUBURBAN,51.02,32.69,44.96,42.34,41.555,-81.574996,235.026,741.239013
829,RESIDENTIAL,SUBURBAN,52.85,29.49,46.25,44.09,41.361698,-81.8647,219.513,728.531005
830,RESIDENTIAL,SUBURBAN,50.11,33.15,43.3,39.73,41.536701,-81.459197,234.722,747.341003
831,AGRICULTURAL,RURAL,57.81,34.37,52.1,50.61,40.356601,-83.064002,141.682006,676.960021
832,RESIDENTIAL,URBAN,56.85,30.83,50.16,48.52,39.914199,-82.957199,112.261001,686.859008
833,AGRICULTURAL,SUBURBAN,61.63,41.42,55.6,53.87,40.0867,-82.815597,125.111,692.552978
834,RESIDENTIAL,SUBURBAN,56.39,30.92,49.49,47.48,39.965099,-82.955299,115.751998,686.460021
835,COMMERCIAL,SUBURBAN,55.18,32.39,48.82,47.16,40.087799,-82.959701,124.097999,685.020996
836,RESIDENTIAL,RURAL,47.28,34.44,42.34,40.16,41.514999,-81.249397,234.977005,758.267028
837,AGRICULTURAL,SUBURBAN,57.03,34.56,51.27,49.73,39.665599,-83.943298,88.111503,637.504028
838,COMMERCIAL,SUBURBAN,63.13,37.16,56.08,54.02,39.278499,-84.365997,58.723701,618.677001
839,INDUSTRIAL,RURAL,54.72,25.96,47.58,45.6,39.2149,-84.690696,52.199901,602.039978
840,COMMERCIAL,URBAN,60.32,35.47,53.22,51.2,39.128601,-84.504203,47.534099,612.666992
841,COMMERCIAL,URBAN,56.5,28.91,49.66,47.98,40.3661,-80.614997,162.210006,803.888
842,RESIDENTIAL,RURAL,55.54,36.35,50.06,48.8,40.3097,-82.691902,141.279998,696.763
843,RESIDENTIAL,SUBURBAN,49.66,31.26,43.59,41.28,41.673099,-81.4225,244.315002,747.711975
844,COMMERCIAL,SUBURBAN,51.14,34.34,45.43,43.11,41.722499,-81.241897,249.171997,756.343017
845,RESIDENTIAL,SUBURBAN,53.78,28.09,47.16,45.72,38.520301,-82.666702,19.342599,716.05902
846,FOREST,RURAL,58.67,30.03,52,51.19,38.629199,-82.457496,28.4256,726.098999
847,COMMERCIAL,SUBURBAN,57.66,32.96,51.43,49.97,40.026199,-82.433296,123.930999,713.106018
848,COMMERCIAL,SUBURBAN,52.44,30.59,46.24,43.97,41.420898,-82.095703,221.720993,716.098022
849,INDUSTRIAL,URBAN,48.06,25.85,41.49,38.78,41.644199,-83.546699,226.186004,639.765991
850,RESIDENTIAL,SUBURBAN,49.97,28.89,44.45,42.65,41.494701,-83.718597,214.766998,632.370971
851,AGRICULTURAL,RURAL,50.92,32.72,45.34,41.92,41.675598,-83.3069,230.029006,651.702026
852,RESIDENTIAL,SUBURBAN,50.86,30.52,45.26,41.82,41.719398,-83.474998,231.835998,642.713989
853,AGRICULTURAL,RURAL,60.55,39.09,54.57,53.26,39.7886,-83.475799,99.851898,660.908996
854,RESIDENTIAL,URBAN,53.91,29.38,47.76,45.65,41.096099,-80.658599,211.486999,793.197998
855,AGRICULTURAL,RURAL,47.39,26.43,42.12,40.96,41.102798,-81.911697,201.485,728.879028
856,AGRICULTURAL,RURAL,54.16,34.26,49.01,47.62,40.084701,-84.1147,115.596,624.736022
857,INDUSTRIAL,URBAN,53.41,28.68,47.13,45.43,39.7807,-84.182197,94.333396,623.916992
858,AGRICULTURAL,RURAL,49.24,26.43,43.25,41.69,41.182498,-81.330299,211.656997,757.822998
859,AGRICULTURAL,RURAL,54.69,32.49,49.22,48.15,39.835601,-84.720802,94.489997,595.164001
860,RESIDENTIAL,SUBURBAN,59.21,38.96,53.5,51.44,40.8278,-81.378601,187.091995,759.255004
861,RESIDENTIAL,RURAL,60.34,32.93,54,53.93,40.712699,-81.598297,177.434005,749.192993
862,RESIDENTIAL,SUBURBAN,60.75,37.66,55.08,53.61,40.930801,-81.123596,196.25,771.224975
863,MOBILE,SUBURBAN,60.21,36.09,53.53,51.82,41.106098,-81.503898,205.018005,749.763977
864,AGRICULTURAL,RURAL,55.36,32.22,49.54,48.38,41.453899,-80.591697,236.408996,792.474975
865,RESIDENTIAL,RURAL,57.2,35.94,51.4,49.98,41.2401,-80.663101,221.242004,791.302978
866,RESIDENTIAL,SUBURBAN,63.98,36.83,57.48,55.58,39.427799,-84.202201,70.055603,626.008972
867,INDUSTRIAL,URBAN,59.86,35.44,53.94,51.45,39.431701,-81.460296,91.310699,770.341003
868,AGRICULTURAL,SUBURBAN,54.25,31.89,48.34,46.81,41.378101,-83.611701,207.535003,638.934997
869,AGRICULTURAL,RURAL,47.85,32.25,43.65,42.19,35.750701,-94.6697,-223.535003,74.481101
